ID,Crop,Problem,Weather,Soil_Type,Growth_Stage,Severity,Recommended_Medicine,Medicine_Type,Application_Method,Uses_When_To_Use
3557,Rice,Thrips,Cool,Loamy,Vegetative,Low,Spinosad,Insecticide,Drip application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Use traps during peak activity. Rotate modes of action where relevant."
3558,Rice,Thrips,Cool,Loamy,Vegetative,Medium,Spinosad,Insecticide,Spot treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Use traps during peak activity. Combine with sanitation and scouting."
3559,Rice,Thrips,Cool,Loamy,Vegetative,High,Spinosad,Insecticide,Nursery treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Keep the crop under close pest observation. Rotate modes of action where relevant."
3560,Rice,Thrips,Cool,Loamy,Vegetative,Very High,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Keep the crop under close pest observation. Do not mix without expert advice."
3561,Rice,Thrips,Cool,Loamy,Flowering,Low,Spinosad,Insecticide,Spot treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3562,Rice,Thrips,Cool,Loamy,Flowering,Medium,Spinosad,Insecticide,Nursery treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Use traps during peak activity. Follow label instructions and local agricultural guidance."
3563,Rice,Thrips,Cool,Loamy,Flowering,High,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Keep the crop under close pest observation. Recheck the crop 3 to 5 days after use."
3564,Rice,Thrips,Cool,Loamy,Flowering,Very High,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Use traps during peak activity. Do not mix without expert advice."
3565,Rice,Thrips,Cool,Loamy,Fruiting,Low,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Keep the crop under close pest observation. Follow label instructions and local agricultural guidance."
3566,Rice,Thrips,Cool,Loamy,Fruiting,Medium,Spinosad,Insecticide,Spot treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Keep the crop under close pest observation. Rotate modes of action where relevant."
3567,Rice,Thrips,Cool,Loamy,Fruiting,High,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3568,Rice,Thrips,Cool,Loamy,Fruiting,Very High,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Keep the crop under close pest observation. Use only after field diagnosis."
3569,Rice,Thrips,Cool,Loamy,Transplant Recovery,Low,Spinosad,Insecticide,Spot treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Use traps during peak activity. Follow label instructions and local agricultural guidance."
3570,Rice,Thrips,Cool,Loamy,Transplant Recovery,Medium,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Keep the crop under close pest observation. Follow label instructions and local agricultural guidance."
3571,Rice,Thrips,Cool,Loamy,Transplant Recovery,High,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Keep the crop under close pest observation. Use only after field diagnosis."
3572,Rice,Thrips,Cool,Loamy,Transplant Recovery,Very High,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Use traps during peak activity. Recheck the crop 3 to 5 days after use."
3573,Rice,Thrips,Cool,Loamy,Pre-harvest,Low,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Use traps during peak activity. Follow label instructions and local agricultural guidance."
3574,Rice,Thrips,Cool,Loamy,Pre-harvest,Medium,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Use traps during peak activity. Follow label instructions and local agricultural guidance."
3575,Rice,Thrips,Cool,Loamy,Pre-harvest,High,Spinosad,Insecticide,Spot treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Keep the crop under close pest observation. Recheck the crop 3 to 5 days after use."
3576,Rice,Thrips,Cool,Loamy,Pre-harvest,Very High,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Use traps during peak activity. Combine with sanitation and scouting."
3577,Rice,Thrips,Cool,Clay,Seedling,Low,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Clay soil may retain water and increase root disease risk. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3578,Rice,Thrips,Cool,Clay,Seedling,Medium,Spinosad,Insecticide,Nursery treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Clay soil may retain water and increase root disease risk. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3579,Rice,Thrips,Cool,Clay,Seedling,High,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Clay soil may retain water and increase root disease risk. Monitor flowers regularly. Do not mix without expert advice."
3580,Rice,Thrips,Cool,Clay,Seedling,Very High,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Clay soil may retain water and increase root disease risk. Keep the crop under close pest observation. Rotate modes of action where relevant."
